"","long","lat","group","order","region","subregion"
"439",-122.716094970703,47.0971336364746,60,14661,"washington","main"
"440",-122.670265197754,47.0914001464844,60,14662,"washington","main"
"441",-122.635879516602,47.0914001464844,60,14663,"washington","main"
"442",-122.590049743652,47.1486968994141,60,14664,"washington","main"
"443",-122.549942016602,47.1830749511719,60,14665,"washington","main"
"444",-122.521301269531,47.2346420288086,60,14666,"washington","main"
"445",-122.486915588379,47.2632865905762,60,14667,"washington","main"
"446",-122.486915588379,47.3033981323242,60,14668,"washington","main"
"447",-122.463996887207,47.291934967041,60,14669,"washington","main"
"448",-122.418167114258,47.2575607299805,60,14670,"washington","main"
"449",-122.366592407227,47.2460975646973,60,14671,"washington","main"
"450",-122.378059387207,47.2804794311523,60,14672,"washington","main"
"451",-122.389518737793,47.3091239929199,60,14673,"washington","main"
"452",-122.320762634277,47.343505859375,60,14674,"washington","main"
"453",-122.280654907227,47.3606910705566,60,14675,"washington","main"
"454",-122.303565979004,47.4007987976074,60,14676,"washington","main"
"455",-122.303565979004,47.4351768493652,60,14677,"washington","main"
"456",-122.332214355469,47.4752807617188,60,14678,"washington","main"
"457",-122.360870361328,47.5383071899414,60,14679,"washington","main"
"458",-122.366592407227,47.5784149169922,60,14680,"washington","main"
"459",-122.309303283691,47.5841445922852,60,14681,"washington","main"
"460",-122.303565979004,47.607063293457,60,14682,"washington","main"
"461",-122.343673706055,47.6299819946289,60,14683,"washington","main"
"462",-122.378059387207,47.6586303710938,60,14684,"washington","main"
"463",-122.343673706055,47.6758155822754,60,14685,"washington","main"
"464",-122.343673706055,47.7216529846191,60,14686,"washington","main"
"465",-122.337951660156,47.7617607116699,60,14687,"washington","main"
"466",-122.355133056641,47.8018684387207,60,14688,"washington","main"
"467",-122.309303283691,47.8477058410645,60,14689,"washington","main"
"468",-122.274917602539,47.9049987792969,60,14690,"washington","main"
"469",-122.257736206055,47.9565696716309,60,14691,"washington","main"
"470",-122.188980102539,47.9852142333984,60,14692,"washington","main"
"471",-122.188980102539,48.0081329345703,60,14693,"washington","main"
"472",-122.166061401367,48.0310516357422,60,14694,"washington","main"
"473",-122.234817504883,48.0310516357422,60,14695,"washington","main"
"474",-122.309303283691,48.0883445739746,60,14696,"washington","main"
"475",-122.320762634277,48.1685600280762,60,14697,"washington","main"
"476",-122.343673706055,48.2201271057129,60,14698,"washington","main"
"477",-122.337951660156,48.2602348327637,60,14699,"washington","main"
"478",-122.337951660156,48.2888832092285,60,14700,"washington","main"
"479",-122.360870361328,48.3060722351074,60,14701,"washington","main"
"480",-122.418167114258,48.3289909362793,60,14702,"washington","main"
"481",-122.446807861328,48.3576354980469,60,14703,"washington","main"
"482",-122.504104614258,48.3748245239258,60,14704,"washington","main"
"483",-122.515563964844,48.4206619262695,60,14705,"washington","main"
"484",-122.56713104248,48.4034729003906,60,14706,"washington","main"
"485",-122.612976074219,48.4149360656738,60,14707,"washington","main"
"486",-122.601516723633,48.4378509521484,60,14708,"washington","main"
"487",-122.641616821289,48.4779586791992,60,14709,"washington","main"
"488",-122.601516723633,48.5008773803711,60,14710,"washington","main"
"489",-122.549942016602,48.4894180297852,60,14711,"washington","main"
"490",-122.538482666016,48.4550437927246,60,14712,"washington","main"
"491",-122.504104614258,48.4664993286133,60,14713,"washington","main"
"492",-122.458267211914,48.4435806274414,60,14714,"washington","main"
"493",-122.44108581543,48.4435806274414,60,14715,"washington","main"
"494",-122.44108581543,48.5066070556641,60,14716,"washington","main"
"495",-122.446807861328,48.5467147827148,60,14717,"washington","main"
"496",-122.406700134277,48.5638999938965,60,14718,"washington","main"
"497",-122.400978088379,48.5925521850586,60,14719,"washington","main"
"498",-122.423889160156,48.6211967468262,60,14720,"washington","main"
"499",-122.446807861328,48.6383895874023,60,14721,"washington","main"
"500",-122.446807861328,48.6670341491699,60,14722,"washington","main"
"501",-122.44108581543,48.6899528503418,60,14723,"washington","main"
"502",-122.48119354248,48.7071418762207,60,14724,"washington","main"
"503",-122.44108581543,48.7243309020996,60,14725,"washington","main"
"504",-122.452545166016,48.7472496032715,60,14726,"washington","main"
"505",-122.504104614258,48.7701683044434,60,14727,"washington","main"
"506",-122.549942016602,48.7644386291504,60,14728,"washington","main"
"507",-122.590049743652,48.7186012268066,60,14729,"washington","main"
"508",-122.618698120117,48.7243309020996,60,14730,"washington","main"
"509",-122.612976074219,48.7644386291504,60,14731,"washington","main"
"510",-122.670265197754,48.7816276550293,60,14732,"washington","main"
"511",-122.670265197754,48.838924407959,60,14733,"washington","main"
"512",-122.704635620117,48.8618431091309,60,14734,"washington","main"
"513",-122.744743347168,48.8790283203125,60,14735,"washington","main"
"514",-122.744743347168,48.9019470214844,60,14736,"washington","main"
"515",-122.704635620117,48.9134063720703,60,14737,"washington","main"
"516",-122.710372924805,48.9363250732422,60,14738,"washington","main"
"517",-122.761940002441,48.9420547485352,60,14739,"washington","main"
"518",-122.761940002441,48.9592437744141,60,14740,"washington","main"
"519",-122.744743347168,48.970703125,60,14741,"washington","main"
"520",-122.704635620117,48.9592437744141,60,14742,"washington","main"
"521",-122.710372924805,48.9878921508789,60,14743,"washington","main"
"522",-122.091567993164,48.9936180114746,60,14744,"washington","main"
"523",-121.42121887207,48.9993515014648,60,14745,"washington","main"
"524",-120.853981018066,48.9993515014648,60,14746,"washington","main"
"525",-120.137794494629,48.9993515014648,60,14747,"washington","main"
"526",-119.335647583008,48.9993515014648,60,14748,"washington","main"
"527",-118.842903137207,49.0050811767578,60,14749,"washington","main"
"528",-118.206932067871,48.9936180114746,60,14750,"washington","main"
"529",-117.427696228027,49.0050811767578,60,14751,"washington","main"
"530",-117.020896911621,48.9936180114746,60,14752,"washington","main"
"531",-117.026634216309,48.838924407959,60,14753,"washington","main"
"532",-117.032356262207,48.0482406616211,60,14754,"washington","main"
"533",-117.032356262207,47.9680252075195,60,14755,"washington","main"
"534",-117.032356262207,47.3606910705566,60,14756,"washington","main"
"535",-117.032356262207,47.2518310546875,60,14757,"washington","main"
"536",-117.032356262207,47.1315078735352,60,14758,"washington","main"
"537",-117.026634216309,46.5356330871582,60,14759,"washington","main"
"538",-117.026634216309,46.4267692565918,60,14760,"washington","main"
"539",-117.032356262207,46.386661529541,60,14761,"washington","main"
"540",-117.032356262207,46.3408241271973,60,14762,"washington","main"
"541",-116.963600158691,46.2778015136719,60,14763,"washington","main"
"542",-116.957878112793,46.2090454101562,60,14764,"washington","main"
"543",-116.923492431641,46.1689414978027,60,14765,"washington","main"
"544",-116.952140808105,46.0658073425293,60,14766,"washington","main"
"545",-116.929229736328,45.9970512390137,60,14767,"washington","main"
